CUST_NO_y,VTG,AGETIER
5504328.6,6-10 th,21-30 th
5554408.2,6-10 th,21-30 th
5559175.2,6-10 th,51-65 th
5551350.2,6-10 th,51-65 th
5549232.8,6-10 th,21-30 th
5541874.0,6-10 th,21-30 th
5601234.4,6-10 th,21-30 th
5591052.4,6-10 th,21-30 th
5603386.8,6-10 th,21-30 th
5660867.6,6-10 th,31-40 th
5652416.2,6-10 th,21-30 th
5707746.0,6-10 th,41-50 th
5691828.2,6-10 th,31-40 th
5748998.4,5 th,21-30 th
5729729.4,5 th,41-50 th
5776428.8,5 th,41-50 th
5777444.6,5 th,21-30 th
5765154.6,5 th,31-40 th
5808658.0,5 th,21-30 th
5811441.0,5 th,31-40 th
5799920.8,5 th,31-40 th
5789528.8,5 th,21-30 th
5849760.6,5 th,21-30 th
5907631.4,5 th,31-40 th
5944615.6,5 th,31-40 th
5983520.4,5 th,21-30 th
5974388.0,5 th,21-30 th
5984104.6,5 th,21-30 th
5980751.4,5 th,21-30 th
5973912.6,5 th,21-30 th
5972441.6,5 th,21-30 th
5961040.2,5 th,21-30 th
5964769.6,5 th,31-40 th
6019479.4,5 th,21-30 th
6009532.2,5 th,21-30 th
5995995.4,5 th,21-30 th
6071117.0,5 th,21-30 th
6142107.2,4 th,21-30 th
6163603.8,4 th,21-30 th
6171547.2,4 th,21-30 th
6176917.0,4 th,21-30 th
6151623.0,6-10 th,21-30 th
6150514.0,4 th,21-30 th
6185240.2,4 th,21-30 th
6185261.6,4 th,21-30 th
6188012.6,4 th,31-40 th
6224037.8,4 th,31-40 th
6258657.2,4 th,31-40 th
6259306.6,4 th,21-30 th
6264628.6,4 th,21-30 th
6246153.4,4 th,31-40 th
6251079.8,6-10 th,21-30 th
6276744.6,4 th,31-40 th
6343590.8,4 th,21-30 th
6368287.2,4 th,31-40 th
6429637.0,4 th,41-50 th
6456419.8,4 th,41-50 th
6498849.4,4 th,21-30 th
6489993.4,4 th,31-40 th
6531698.2,4 th,31-40 th
6556373.6,4 th,21-30 th
6558994.8,4 th,31-40 th
6589152.4,3 th,21-30 th
6602671.8,3 th,21-30 th
6657393.6,3 th,21-30 th
6684959.0,3 th,21-30 th
6679176.8,3 th,21-30 th
6660118.4,3 th,21-30 th
6705340.8,3 th,21-30 th
6723109.8,3 th,21-30 th
6714786.6,3 th,21-30 th
6723735.6,3 th,21-30 th
6763766.0,3 th,31-40 th
6772476.8,3 th,21-30 th
6798849.2,3 th,21-30 th
6804285.0,3 th,21-30 th
6837560.2,3 th,21-30 th
6839875.4,3 th,21-30 th
6861494.0,3 th,31-40 th
6885009.0,6-10 th,31-40 th
6924371.2,3 th,21-30 th
6909158.4,3 th,51-65 th
6949819.6,3 th,31-40 th
6968451.0,3 th,21-30 th
6972683.0,3 th,21-30 th
6970136.2,3 th,21-30 th
6964715.4,3 th,21-30 th
6972783.6,3 th,21-30 th
6986370.8,3 th,21-30 th
7058299.6,2 th,31-40 th
7039448.2,2 th,21-30 th
7089307.2,2 th,21-30 th
7090310.4,2 th,21-30 th
7141928.8,2 th,21-30 th
7124538.6,2 th,21-30 th
7164093.0,2 th,21-30 th
7187685.2,2 th,21-30 th
7213608.8,2 th,31-40 th
7212880.4,2 th,21-30 th
7215776.0,2 th,21-30 th
7237325.6,2 th,21-30 th
7246513.0,2 th,21-30 th
7228461.2,2 th,21-30 th
7338683.4,2 th,21-30 th
7338476.2,2 th,21-30 th
7398246.6,2 th,21-30 th
7394871.2,2 th,41-50 th
7387016.4,2 th,21-30 th
7445632.8,1 th,21-30 th
7467976.2,1 th,41-50 th
7514879.4,1 th,21-30 th
7509745.6,1 th,21-30 th
7523877.2,1 th,21-30 th
7530325.2,1 th,41-50 th
7567879.2,1 th,21-30 th
7561936.8,1 th,41-50 th
7617690.4,1 th,31-40 th
7627488.2,1 th,21-30 th
7720973.4,1 th,21-30 th
7746077.4,1 th,21-30 th
7780765.0,1 th,21-30 th
7770591.8,1 th,21-30 th
7805763.6,1 th,21-30 th
7812937.6,1 th,21-30 th
7881440.4,1 th,21-30 th
7881323.2,1 th,31-40 th
3044841.6,16-20 th,51-65 th
3026227.2,16-20 th,31-40 th
2906721.0,16-20 th,41-50 th
2493992.4,16-20 th,31-40 th
1557328.4,16-20 th,31-40 th
1427588.2,16-20 th,41-50 th
1345881.2,> 20 th,41-50 th
1062036.4,> 20 th,41-50 th
537765.0,> 20 th,51-65 th
249408.8,> 20 th,31-40 th
2729939.2,16-20 th,31-40 th
2616796.0,16-20 th,31-40 th
2352425.8,16-20 th,41-50 th
2362865.8,16-20 th,31-40 th
1906197.0,16-20 th,41-50 th
1740795.6,16-20 th,31-40 th
1450185.6,16-20 th,41-50 th
1100528.2,> 20 th,41-50 th
1024448.2,> 20 th,41-50 th
406990.0,> 20 th,51-65 th
313820.8,> 20 th,41-50 th
324781.4,> 20 th,21-30 th
3057414.6,16-20 th,31-40 th
3367788.8,11-15 th,41-50 th
3424475.4,16-20 th,41-50 th
3427010.4,11-15 th,41-50 th
3415018.6,11-15 th,31-40 th
3497492.6,11-15 th,21-30 th
3514365.2,11-15 th,21-30 th
3613196.0,11-15 th,31-40 th
3684540.4,11-15 th,51-65 th
3758227.2,16-20 th,41-50 th
3772826.2,11-15 th,31-40 th
3898281.4,11-15 th,31-40 th
3934922.8,11-15 th,41-50 th
3932802.2,11-15 th,31-40 th
3924036.0,11-15 th,21-30 th
3926372.6,11-15 th,31-40 th
3921475.6,11-15 th,21-30 th
3968973.4,11-15 th,31-40 th
4034289.8,11-15 th,31-40 th
4084485.0,11-15 th,31-40 th
4215266.6,11-15 th,21-30 th
4266316.6,6-10 th,21-30 th
4233891.0,11-15 th,31-40 th
4300510.2,6-10 th,21-30 th
4366008.6,6-10 th,41-50 th
4410783.8,6-10 th,31-40 th
4382262.6,6-10 th,31-40 th
4470550.0,11-15 th,31-40 th
4468176.6,6-10 th,21-30 th
4480202.4,6-10 th,41-50 th
4454229.2,6-10 th,41-50 th
4452169.0,6-10 th,21-30 th
4448774.4,6-10 th,31-40 th
4508605.4,6-10 th,31-40 th
4546651.6,6-10 th,21-30 th
4607939.4,6-10 th,21-30 th
4684062.2,6-10 th,21-30 th
4649457.2,6-10 th,31-40 th
4651624.6,6-10 th,31-40 th
4726916.6,16-20 th,31-40 th
4735366.2,6-10 th,41-50 th
4713028.6,6-10 th,31-40 th
4696024.6,6-10 th,21-30 th
4778499.6,6-10 th,31-40 th
4824177.0,6-10 th,21-30 th
4802786.6,6-10 th,21-30 th
4928849.4,6-10 th,21-30 th
4912361.6,6-10 th,21-30 th
4952888.8,6-10 th,41-50 th
4969214.0,6-10 th,21-30 th
4937594.2,6-10 th,21-30 th
4947561.0,6-10 th,31-40 th
4941058.0,6-10 th,21-30 th
4931332.2,6-10 th,21-30 th
5009520.4,6-10 th,31-40 th
4986231.2,6-10 th,31-40 th
4991114.2,6-10 th,21-30 th
5058288.8,6-10 th,21-30 th
5042917.8,6-10 th,21-30 th
5038412.2,6-10 th,41-50 th
5022947.0,6-10 th,31-40 th
5064218.6,6-10 th,21-30 th
5135080.0,6-10 th,31-40 th
5120593.0,6-10 th,21-30 th
5120351.6,6-10 th,21-30 th
5114302.4,6-10 th,21-30 th
5114993.4,6-10 th,51-65 th
5154034.2,6-10 th,21-30 th
5157076.6,6-10 th,21-30 th
5152763.4,6-10 th,21-30 th
5193042.6,6-10 th,21-30 th
5292215.6,6-10 th,41-50 th
5380556.0,6-10 th,31-40 th
5350974.4,6-10 th,21-30 th
5406626.2,6-10 th,31-40 th
5412647.8,6-10 th,41-50 th
5479487.4,6-10 th,21-30 th
5516516.2,6-10 th,31-40 th
5509165.2,6-10 th,21-30 th
5532585.8,6-10 th,21-30 th
5582326.0,6-10 th,21-30 th
5570876.6,6-10 th,21-30 th
5623396.4,6-10 th,21-30 th
5669193.6,6-10 th,31-40 th
5676335.4,6-10 th,31-40 th
5669617.0,6-10 th,21-30 th
5712648.2,6-10 th,21-30 th
5678558.2,6-10 th,21-30 th
5685938.6,6-10 th,41-50 th
5684862.8,6-10 th,21-30 th
5690493.6,6-10 th,41-50 th
5748860.4,5 th,21-30 th
5727907.8,5 th,21-30 th
5750582.4,5 th,31-40 th
5802495.6,5 th,21-30 th
5806270.4,5 th,21-30 th
5787921.0,5 th,21-30 th
5836553.8,5 th,41-50 th
5909398.4,5 th,21-30 th
5916842.8,5 th,21-30 th
5869403.2,5 th,31-40 th
5854379.8,5 th,21-30 th
5896164.2,5 th,31-40 th
5903931.8,5 th,51-65 th
5956167.6,5 th,41-50 th
5941644.0,5 th,21-30 th
5952774.6,5 th,21-30 th
5953876.8,5 th,31-40 th
5925035.2,5 th,21-30 th
6020932.4,5 th,51-65 th
6007681.8,5 th,21-30 th
6029710.8,5 th,31-40 th
6080646.6,5 th,21-30 th
6072398.8,5 th,21-30 th
6060494.6,5 th,21-30 th
6104598.8,5 th,21-30 th
6109010.2,5 th,31-40 th
6120432.8,5 th,21-30 th
6124952.8,5 th,21-30 th
6171614.0,4 th,31-40 th
6170280.6,4 th,31-40 th
6163326.6,4 th,41-50 th
6198548.8,4 th,21-30 th
6186521.8,4 th,21-30 th
6267634.0,4 th,21-30 th
6245924.4,4 th,51-65 th
6248506.6,4 th,21-30 th
6295374.8,4 th,31-40 th
6317698.4,4 th,21-30 th
6307442.4,4 th,21-30 th
6356808.2,4 th,21-30 th
6382294.0,4 th,21-30 th
6371901.2,4 th,21-30 th
6421100.8,4 th,21-30 th
6394545.2,4 th,41-50 th
6442858.4,4 th,21-30 th
6453568.4,4 th,21-30 th
6457618.4,4 th,21-30 th
6494803.8,4 th,21-30 th
6563356.8,4 th,31-40 th
6556265.6,4 th,21-30 th
6547724.4,4 th,21-30 th
6584627.2,3 th,21-30 th
6573005.4,6-10 th,31-40 th
6608419.0,3 th,21-30 th
6676237.8,3 th,21-30 th
6702052.0,3 th,31-40 th
6688879.4,3 th,21-30 th
6720624.4,3 th,21-30 th
6719980.6,3 th,21-30 th
6762600.4,3 th,21-30 th
6778923.8,3 th,21-30 th
6825736.8,3 th,21-30 th
6872450.4,3 th,21-30 th
6908010.8,3 th,51-65 th
6957088.2,3 th,21-30 th
6956949.2,3 th,21-30 th
7012418.2,2 th,31-40 th
6986411.0,3 th,21-30 th
6994088.0,3 th,21-30 th
7029281.6,2 th,31-40 th
7035654.4,2 th,21-30 th
7072316.4,2 th,21-30 th
7150439.8,2 th,21-30 th
7184256.8,2 th,21-30 th
7199513.0,2 th,51-65 th
7239427.2,2 th,21-30 th
7226811.6,2 th,21-30 th
7288881.8,2 th,21-30 th
7285061.6,2 th,21-30 th
7322456.2,2 th,21-30 th
7301773.0,2 th,21-30 th
7303862.6,2 th,51-65 th
7345072.0,2 th,21-30 th
7342183.0,2 th,21-30 th
7333844.6,2 th,21-30 th
7356286.4,2 th,21-30 th
7441964.2,1 th,31-40 th
7427681.0,1 th,21-30 th
7466453.8,1 th,21-30 th
7497830.6,1 th,21-30 th
7481712.8,1 th,21-30 th
7505550.2,1 th,41-50 th
7542608.0,1 th,21-30 th
7536106.4,1 th,31-40 th
7540478.0,1 th,31-40 th
7535654.6,1 th,21-30 th
7590360.8,1 th,31-40 th
7601853.4,1 th,31-40 th
7647367.8,1 th,21-30 th
7707740.2,1 th,31-40 th
7700081.0,1 th,31-40 th
7759011.8,1 th,31-40 th
7746256.0,1 th,41-50 th
7777583.4,1 th,31-40 th
7786074.4,1 th,21-30 th
7786906.8,1 th,21-30 th
7832594.0,1 th,21-30 th
7817324.8,5 th,51-65 th
7813253.8,1 th,41-50 th
7857863.8,1 th,21-30 th
3044642.6,16-20 th,41-50 th
3011888.8,16-20 th,51-65 th
2949696.6,16-20 th,41-50 th
2816028.2,16-20 th,41-50 th
2759578.4,16-20 th,41-50 th
2744065.2,16-20 th,31-40 th
2601774.6,16-20 th,31-40 th
2253695.8,16-20 th,41-50 th
2251052.6,16-20 th,51-65 th
1960083.0,16-20 th,41-50 th
1765464.8,16-20 th,31-40 th
1201358.2,> 20 th,51-65 th
1217367.6,> 20 th,41-50 th
1011068.4,> 20 th,41-50 th
992767.0,> 20 th,41-50 th
908402.0,> 20 th,51-65 th
701163.8,> 20 th,51-65 th
413589.2,> 20 th,21-30 th
97468.0,> 20 th,51-65 th
3043523.0,16-20 th,31-40 th
2803314.8,16-20 th,41-50 th
2738187.0,16-20 th,41-50 th
2587668.6,16-20 th,51-65 th
2306411.4,16-20 th,41-50 th
1932833.4,16-20 th,31-40 th
1746438.4,16-20 th,41-50 th
1134026.0,> 20 th,41-50 th
614685.0,> 20 th,41-50 th
3099467.0,16-20 th,41-50 th
3099448.8,16-20 th,51-65 th
3205420.8,16-20 th,31-40 th
3275522.4,11-15 th,31-40 th
3278014.4,11-15 th,31-40 th
3324971.0,11-15 th,31-40 th
3444748.0,11-15 th,31-40 th
3468675.6,11-15 th,41-50 th
3452432.4,11-15 th,31-40 th
3513739.2,11-15 th,31-40 th
3546043.8,11-15 th,41-50 th
3589041.8,11-15 th,31-40 th
3661715.2,11-15 th,41-50 th
3664867.4,11-15 th,31-40 th
3683044.8,11-15 th,31-40 th
3683107.2,11-15 th,31-40 th
3798195.8,11-15 th,31-40 th
3803686.4,11-15 th,31-40 th
3887027.4,11-15 th,21-30 th
3887188.6,11-15 th,41-50 th
3919707.8,11-15 th,31-40 th
3936427.8,11-15 th,51-65 th
4060195.6,11-15 th,21-30 th
4080246.0,11-15 th,31-40 th
4121081.8,11-15 th,31-40 th
4142603.2,11-15 th,31-40 th
4133616.0,11-15 th,21-30 th
4200901.4,11-15 th,31-40 th
4172244.6,11-15 th,31-40 th
4253811.0,11-15 th,31-40 th
4249224.4,11-15 th,41-50 th
4245269.2,11-15 th,31-40 th
4226587.0,11-15 th,21-30 th
4230784.8,11-15 th,21-30 th
4414554.0,6-10 th,21-30 th
4428997.0,6-10 th,31-40 th
4482032.6,6-10 th,21-30 th
4439175.6,6-10 th,21-30 th
4489995.6,6-10 th,31-40 th
4675692.6,6-10 th,21-30 th
4649636.8,6-10 th,21-30 th
4700858.4,6-10 th,41-50 th
4696743.4,6-10 th,31-40 th
4779468.8,6-10 th,21-30 th
4751254.2,6-10 th,51-65 th
4763810.6,6-10 th,21-30 th
4816027.8,6-10 th,31-40 th
4821675.0,6-10 th,31-40 th
4908423.4,6-10 th,41-50 th
4910881.6,6-10 th,21-30 th
4900912.2,6-10 th,21-30 th
4904164.8,6-10 th,31-40 th
4899405.4,6-10 th,31-40 th
4890792.4,6-10 th,21-30 th
4967866.0,6-10 th,21-30 th
4942982.0,6-10 th,21-30 th
4974742.2,6-10 th,41-50 th
5056339.0,6-10 th,21-30 th
5018780.8,6-10 th,51-65 th
5092870.2,6-10 th,21-30 th
5069088.0,6-10 th,21-30 th
5107501.6,6-10 th,21-30 th
5193827.0,6-10 th,21-30 th
5229617.8,6-10 th,31-40 th
5231752.4,6-10 th,21-30 th
5300371.0,6-10 th,31-40 th
5283467.4,6-10 th,31-40 th
5283203.6,6-10 th,21-30 th
5287735.4,6-10 th,21-30 th
5282026.0,6-10 th,21-30 th
5331482.4,6-10 th,21-30 th
5368225.4,6-10 th,21-30 th
5378112.0,6-10 th,21-30 th
5362496.8,6-10 th,21-30 th
5360066.4,6-10 th,21-30 th
5353436.4,6-10 th,21-30 th
5403835.2,6-10 th,21-30 th
5417178.8,6-10 th,21-30 th
5405948.8,6-10 th,31-40 th
5385565.4,6-10 th,21-30 th
5453235.4,6-10 th,31-40 th
5419187.8,6-10 th,31-40 th
5431201.6,6-10 th,21-30 th
5489840.0,6-10 th,21-30 th
5473475.0,6-10 th,21-30 th
5520946.2,6-10 th,21-30 th
5554014.2,6-10 th,21-30 th
5545970.4,6-10 th,41-50 th
5535249.4,6-10 th,21-30 th
5537179.8,6-10 th,31-40 th
5599339.4,6-10 th,21-30 th
5658030.0,6-10 th,21-30 th
5702700.6,6-10 th,21-30 th
5709035.4,6-10 th,21-30 th
5707871.8,6-10 th,21-30 th
5716905.6,5 th,21-30 th
5766598.2,5 th,21-30 th
5812672.2,5 th,21-30 th
5799303.2,5 th,31-40 th
5852008.6,5 th,51-65 th
5922522.8,5 th,21-30 th
5899338.4,5 th,31-40 th
5923230.6,5 th,21-30 th
5927003.8,5 th,21-30 th
5977843.6,5 th,21-30 th
5989143.8,5 th,41-50 th
5958039.2,5 th,21-30 th
6016110.6,5 th,41-50 th
6017245.8,5 th,21-30 th
5991940.0,5 th,21-30 th
5996755.4,5 th,51-65 th
6048311.4,5 th,41-50 th
6039345.2,5 th,51-65 th
6031461.2,5 th,21-30 th
6103419.8,5 th,21-30 th
6102332.4,5 th,21-30 th
6115353.8,5 th,31-40 th
6089716.6,5 th,21-30 th
6087830.6,11-15 th,31-40 th
6146462.0,4 th,21-30 th
6118606.6,5 th,41-50 th
6119068.2,5 th,21-30 th
6121969.2,5 th,21-30 th
6177549.8,4 th,21-30 th
6194597.2,4 th,21-30 th
6215689.0,4 th,21-30 th
6214134.6,4 th,21-30 th
6259684.2,4 th,41-50 th
6292383.2,4 th,31-40 th
6357126.8,4 th,21-30 th
6337236.6,4 th,31-40 th
6365714.4,4 th,21-30 th
6417442.4,4 th,21-30 th
6436938.4,4 th,21-30 th
6444397.0,4 th,21-30 th
6445228.8,4 th,21-30 th
6425152.2,4 th,21-30 th
6505568.4,4 th,21-30 th
6486508.8,4 th,21-30 th
6492141.0,4 th,21-30 th
6486675.0,4 th,41-50 th
6491585.4,4 th,21-30 th
6534876.6,4 th,21-30 th
6527894.0,4 th,31-40 th
6565701.2,4 th,31-40 th
6594928.0,3 th,21-30 th
6590337.2,3 th,31-40 th
6570649.6,4 th,21-30 th
6622989.8,3 th,21-30 th
6641550.0,3 th,21-30 th
6662444.4,3 th,31-40 th
6702560.6,3 th,41-50 th
6732632.6,3 th,21-30 th
6767501.0,3 th,21-30 th
6757865.8,3 th,21-30 th
6840078.6,3 th,21-30 th
6931529.2,3 th,21-30 th
6922183.4,3 th,21-30 th
6984811.8,3 th,41-50 th
6968440.8,3 th,21-30 th
7003496.2,2 th,21-30 th
7003143.2,2 th,31-40 th
6987121.0,3 th,21-30 th
7031943.0,2 th,31-40 th
7035985.4,2 th,21-30 th
7019815.6,2 th,21-30 th
7019079.0,2 th,21-30 th
7090273.4,2 th,21-30 th
7086014.2,2 th,51-65 th
7067590.6,2 th,31-40 th
7136170.6,2 th,21-30 th
7143378.8,2 th,21-30 th
7138574.6,> 20 th,41-50 th
7160823.8,2 th,41-50 th
7189242.4,2 th,21-30 th
7190051.0,2 th,31-40 th
7192370.0,2 th,31-40 th
7212347.6,2 th,31-40 th
7203461.4,2 th,21-30 th
7238918.2,2 th,21-30 th
7241828.4,2 th,41-50 th
7228419.2,2 th,21-30 th
7273062.0,2 th,21-30 th
7314838.8,2 th,21-30 th
7302996.6,2 th,21-30 th
7368657.4,2 th,21-30 th
7372271.2,2 th,31-40 th
7355820.0,2 th,21-30 th
7358466.6,2 th,21-30 th
7387835.8,2 th,31-40 th
7410910.6,2 th,41-50 th
7428306.6,1 th,21-30 th
7469137.8,1 th,31-40 th
7455602.0,1 th,21-30 th
7483557.8,1 th,21-30 th
7523518.6,1 th,31-40 th
7555862.8,1 th,41-50 th
7586395.0,1 th,31-40 th
7578669.4,1 th,21-30 th
7605548.0,1 th,31-40 th
7599834.8,1 th,31-40 th
7634807.8,1 th,21-30 th
7683463.2,1 th,41-50 th
7699459.6,1 th,21-30 th
7691303.6,1 th,21-30 th
7736341.4,1 th,41-50 th
7822752.4,1 th,21-30 th
7816992.0,1 th,21-30 th
7868575.8,1 th,21-30 th
2883361.6,16-20 th,51-65 th
2932632.2,16-20 th,31-40 th
2697218.8,16-20 th,31-40 th
2729952.2,16-20 th,31-40 th
2705953.4,16-20 th,41-50 th
2585916.0,16-20 th,51-65 th
2344400.4,16-20 th,31-40 th
2286108.8,16-20 th,31-40 th
2325012.2,16-20 th,51-65 th
1569996.4,16-20 th,41-50 th
1303301.2,> 20 th,41-50 th
1082936.8,> 20 th,41-50 th
1087791.4,> 20 th,41-50 th
1007977.4,> 20 th,41-50 th
502286.2,> 20 th,51-65 th
105883.2,> 20 th,31-40 th
54923.8,> 20 th,51-65 th
2880143.0,16-20 th,41-50 th
2800862.8,16-20 th,31-40 th
2552879.6,16-20 th,41-50 th
2390522.2,16-20 th,41-50 th
2310115.4,16-20 th,41-50 th
2347206.8,16-20 th,51-65 th
2011755.2,16-20 th,51-65 th
1835137.0,16-20 th,41-50 th
1716001.8,16-20 th,51-65 th
1779201.2,16-20 th,51-65 th
1571151.0,16-20 th,31-40 th
1116211.8,> 20 th,21-30 th
934421.0,> 20 th,41-50 th
559318.6,> 20 th,51-65 th
438468.6,> 20 th,41-50 th
321428.4,> 20 th,21-30 th
137826.6,> 20 th,41-50 th
36223.4,> 20 th,51-65 th
3074185.4,16-20 th,41-50 th
3080096.0,16-20 th,31-40 th
3133119.4,16-20 th,41-50 th
3394895.0,11-15 th,41-50 th
3425226.6,11-15 th,31-40 th
3478015.0,11-15 th,31-40 th
3513868.0,11-15 th,31-40 th
3613817.4,11-15 th,31-40 th
3846226.6,11-15 th,31-40 th
3895894.8,11-15 th,41-50 th
3905129.2,11-15 th,41-50 th
3927078.2,11-15 th,21-30 th
3984061.4,11-15 th,31-40 th
4031600.0,11-15 th,31-40 th
4063337.8,11-15 th,41-50 th
4077918.6,11-15 th,31-40 th
4080391.6,11-15 th,31-40 th
4134545.4,11-15 th,31-40 th
4236090.4,> 20 th,41-50 th
4300132.4,6-10 th,31-40 th
4296688.6,6-10 th,41-50 th
4360521.6,6-10 th,31-40 th
4342236.8,6-10 th,21-30 th
4328993.0,6-10 th,31-40 th
4354232.4,6-10 th,21-30 th
4445965.0,6-10 th,31-40 th
4447867.6,6-10 th,31-40 th
4494354.4,6-10 th,41-50 th
4576987.6,6-10 th,31-40 th
4544986.6,6-10 th,31-40 th
4619202.6,6-10 th,21-30 th
4603186.2,6-10 th,21-30 th
4643222.2,6-10 th,51-65 th
4643598.6,6-10 th,21-30 th
4714496.8,6-10 th,41-50 th
4767398.6,6-10 th,31-40 th
4762817.2,6-10 th,31-40 th
4744218.6,6-10 th,21-30 th
4750903.0,6-10 th,41-50 th
4831354.4,6-10 th,21-30 th
4833487.2,6-10 th,21-30 th
4790970.8,6-10 th,31-40 th
4807390.2,6-10 th,21-30 th
4809375.2,6-10 th,21-30 th
4799639.6,6-10 th,41-50 th
4864515.2,6-10 th,21-30 th
4856595.2,6-10 th,31-40 th
4923575.2,6-10 th,41-50 th
4902623.6,6-10 th,21-30 th
4898739.4,6-10 th,31-40 th
4964301.6,6-10 th,31-40 th
4961342.6,6-10 th,21-30 th
4968148.4,6-10 th,21-30 th
5082720.6,6-10 th,31-40 th
5125527.0,6-10 th,31-40 th
5171843.8,6-10 th,21-30 th
5217861.0,6-10 th,31-40 th
5255637.0,6-10 th,21-30 th
5243946.6,6-10 th,31-40 th
5234709.8,6-10 th,21-30 th
5293491.4,6-10 th,21-30 th
5284214.2,6-10 th,21-30 th
5276390.8,6-10 th,31-40 th
5317266.8,6-10 th,31-40 th
5305803.8,6-10 th,41-50 th
5304089.4,6-10 th,31-40 th
5312151.6,6-10 th,41-50 th
5304563.4,6-10 th,21-30 th
5353029.8,6-10 th,21-30 th
5415701.2,6-10 th,21-30 th
5409722.8,6-10 th,21-30 th
5431945.2,6-10 th,21-30 th
5468066.4,6-10 th,21-30 th
5530200.6,6-10 th,21-30 th
5561519.6,6-10 th,21-30 th
5537666.0,6-10 th,31-40 th
5534449.0,6-10 th,41-50 th
5539757.0,6-10 th,31-40 th
5593176.0,6-10 th,21-30 th
5596310.8,6-10 th,21-30 th
5638045.2,6-10 th,31-40 th
5625535.6,6-10 th,21-30 th
5608178.6,6-10 th,31-40 th
5613528.6,6-10 th,21-30 th
5676466.4,6-10 th,31-40 th
5647208.6,6-10 th,21-30 th
5703677.8,6-10 th,21-30 th
5690287.4,6-10 th,21-30 th
5685467.0,6-10 th,31-40 th
5689149.4,6-10 th,21-30 th
5684534.4,6-10 th,31-40 th
5728930.8,5 th,21-30 th
5713909.8,6-10 th,21-30 th
5754202.2,5 th,31-40 th
5763524.4,5 th,21-30 th
5829856.2,5 th,21-30 th
5824617.2,5 th,21-30 th
5870340.8,5 th,21-30 th
5866086.8,5 th,21-30 th
5901936.0,5 th,21-30 th
5944291.2,5 th,21-30 th
5939935.0,5 th,21-30 th
5936138.0,5 th,21-30 th
5883013.8,16-20 th,41-50 th
5974962.6,5 th,21-30 th
5969821.4,5 th,31-40 th
6012386.0,5 th,21-30 th
6019401.6,5 th,41-50 th
6007628.2,5 th,31-40 th
6035323.2,5 th,21-30 th
6057737.6,5 th,21-30 th
6139627.8,4 th,21-30 th
6138303.0,4 th,21-30 th
6118693.0,5 th,31-40 th
6208246.8,4 th,21-30 th
6182122.6,4 th,31-40 th
6190475.4,4 th,21-30 th
6233781.0,4 th,21-30 th
6216191.8,4 th,21-30 th
6264448.8,4 th,31-40 th
6286465.6,4 th,31-40 th
6325460.0,4 th,21-30 th
6357490.4,4 th,21-30 th
6441231.4,4 th,21-30 th
6425203.4,4 th,31-40 th
6495941.2,4 th,21-30 th
6487634.0,4 th,21-30 th
6529775.6,4 th,21-30 th
6552428.6,4 th,21-30 th
6599987.0,3 th,21-30 th
6600254.2,3 th,31-40 th
6643552.4,3 th,21-30 th
6683702.6,3 th,31-40 th
6683987.4,3 th,31-40 th
6686843.2,3 th,21-30 th
6793936.6,3 th,21-30 th
6788126.8,3 th,21-30 th
6801085.8,3 th,41-50 th
6861490.6,3 th,21-30 th
6870758.2,3 th,21-30 th
6850438.0,3 th,21-30 th
6853684.8,3 th,21-30 th
6856868.6,3 th,21-30 th
6890186.6,3 th,21-30 th
6897155.2,3 th,21-30 th
6916073.4,3 th,21-30 th
6933277.0,3 th,31-40 th
6937197.4,3 th,41-50 th
6974516.8,3 th,51-65 th
6976927.4,3 th,21-30 th
7028705.2,2 th,31-40 th
7035446.2,2 th,31-40 th
7019570.2,2 th,51-65 th
7090876.8,2 th,21-30 th
7098240.2,2 th,31-40 th
7094989.4,2 th,21-30 th
7135474.6,2 th,31-40 th
7161865.8,2 th,21-30 th
7159624.8,2 th,21-30 th
7152552.0,2 th,21-30 th
7194389.0,2 th,21-30 th
7194232.8,2 th,31-40 th
7212144.0,2 th,21-30 th
7222212.4,2 th,21-30 th
7202587.2,2 th,21-30 th
7253663.0,2 th,21-30 th
7296411.6,2 th,31-40 th
7281776.4,2 th,21-30 th
7276886.6,2 th,21-30 th
7320173.6,2 th,51-65 th
7311296.8,2 th,41-50 th
7342881.8,2 th,51-65 th
7337216.4,2 th,21-30 th
7336868.8,2 th,21-30 th
7334975.0,2 th,31-40 th
7393433.2,2 th,41-50 th
7376250.8,2 th,21-30 th
7376292.0,2 th,21-30 th
7425278.6,1 th,31-40 th
7443145.8,1 th,21-30 th
7469845.8,1 th,21-30 th
7497166.0,1 th,21-30 th
7480424.4,1 th,21-30 th
7505792.2,1 th,21-30 th
7572361.4,1 th,31-40 th
7608863.4,1 th,21-30 th
7600467.4,1 th,21-30 th
7621406.0,1 th,41-50 th
7658750.0,1 th,31-40 th
7672624.2,1 th,31-40 th
7707871.6,1 th,21-30 th
7735553.0,1 th,21-30 th
7782066.6,1 th,21-30 th
7837051.2,1 th,51-65 th
2895336.6,16-20 th,31-40 th
2682632.6,16-20 th,51-65 th
2337689.8,16-20 th,41-50 th
2067078.8,16-20 th,41-50 th
1928472.4,16-20 th,41-50 th
1623535.6,16-20 th,51-65 th
1616512.8,16-20 th,31-40 th
1298821.0,> 20 th,31-40 th
861793.0,> 20 th,51-65 th
676512.2,> 20 th,31-40 th
234880.6,> 20 th,51-65 th
